ISBN_13,titulo,autor
9780671657864.0,"Many Lives, Many Masters",Brian Weiss
9788575421819.0,Ética da Vida,Leonardo Boff
9788530601089.0,História de Um Grande Amor,Julia Quinn
9788530601270.0,História de Um Grande Amor,Julia Quinn
9788530601256.0,De Repente Uma Noite de Paixão,Lisa Kleypas
9788530600846.0,De Sangue e Ossos,Nora Roberts
9788580418422.0,Palácio da traição,Jason Matthews
9788530600921.0,Não Há Segunda Chance,Harlan Coben
9788530601362.0,O Que Acontece Em Londres,Julia Quinn
9788530601379.0,O Que Acontece Em Londres,Julia Quinn
9788580419054.0,Meu jeito certo de fazer tudo errado,Klara Castanho
9788580415711.0,Não fale com estranhos,Harlan Coben
9788530601294.0,A Honra das Terras Altas,Hannah Howell
9788530601324.0,A prisioneira do tempo,Kate Morton
9788530601430.0,Dama da Névoa,Laura Sebastian
9788530601454.0,Uma Promessa e Nada Mais,Mary Balogh
9788530601478.0,A Gaiola de Ouro,Camilla Läckberg
9788530601515.0,Notre-Dame,Ken Follett
9788530601492.0,O Guia Definitivo do Mochileiro das Galáxias, Douglas Adams
9788580418248.0,A Cruz de Fogo,Diana Gabaldon
9788580418682.0,O Duque Que Eu Conquistei,Scarlett Peckham
9786555650013.0,O Guia Definitivo Do Mochileiro Das Galáxias + Marcadores Imantados,Douglas Adams
9788530601669.0,Dez coisas que eu amo em você,Julia Quinn
9788530601683.0,A Adorável Loja de Chocolates de Paris,Jenny Colgan
9786555650105.0,Sinfonia dos Animais,Dan Brown
9786555650082.0,Uma Noiva Rebelde,Julia Quinn
9786555650006.0,O Duque e Eu,Julia Quinn
9786555650143.0,Um Beijo e Nada Mais,Mary Balogh
9786555650150.0,Um Beijo e Nada Mais,Mary Balogh
9788530601645.0,A Irmã do Sol,Lucinda Riley
9786555650181.0,O Crepúsculo e a Aurora,Ken Follett
,Box Trilogia O Século: Queda de gigantes  Inverno do mundo  Eternidade por um fio,Ken Follet
9786555650167.0,Quatro Amores Na Escócia,Julia Quinn
9786555650112.0,Cartada final,John Grisham
9786555650563.0,Custe O Que Custar,Harlan Coben
9788530601324.0,A Prisioneira do Tempo,Kate Morton
9786555650310.0,Seis Anos Depois,Harlan Coben
9788530600471.0,Desaparecido para Sempre,Harlan Coben
9786555650297.0,Custe O Que Custar,Harlan Coben
9786555650273.0,Na Corda Bamba,Kiley Reid
9786555650518.0,Escrito Com o Sangue do Meu Coração,Diana Gabaldon
9786555650471.0,Cartada final,John Grisham
9788530601232.0,O Dossiê Pelicano,John Grisham
9786555650495.0,Questão de Classe,Christina Dalcher
9788530601713.0,A Origem,Dan Brown
9788530601614.0,O Melhor de Mim,Nicholas Sparks
,Pelo o amor de Cassandra,Lisa Kleypas
9786555650457.0,O Retorno,Nicholas Sparks
9788580416978.0,O Sal das Lágrimas,Ruta Sepetys
9788580419245.0,No Meu Sonho Te Amei,Abbi Glines
9788580419221.0,Um Marido de Faz de Conta,Julia Quinn
,Um Marido de faz de Conta,Julia Quinn
9788580419283.0,Um Estranho Irresistível,Lisa Kleypas
9788580419306.0,A Caça,M.A. Bennett
9788580419382.0,Até o Fim,Harlan Coben
9788580419320.0,Cinzas Na Neve,Ruta Sepetys
9788580419368.0,O Destino das Terras Altas,Hannah Howell
9788580419344.0,O Homem Inocente,John Grisham
9788580419405.0,A Carta Secreta,Lucinda Riley
9788580419443.0,Tudo Que a Gente Sempre Quis,Emily Giffin
9788580419191.0,Artemis,Andy Weir
9788580419429.0,Esse Duque é Meu,Eloisa James
9788580417869.0,Esperança,Lesley Pearse
9788580419467.0,Um Casamento Americano,Tayari Jones
,Tripla Espionagem,Ken Follett
9788580419481.0,Tripla espionagem,Ken Follett
9788580416589.0,O sol também é uma estrela,Nicola Yoon
9788580419511.0,A Dama Mais Desejada,Julia Quinn
9788580419597.0,Já Disse Que Te Amo?,Estelle Maskame
9788580419535.0,A Pequena Livraria dos Sonhos,Jenny Colgan
9788580419559.0,Desencontros à Beira-Mar,Jill Mansell
9788580419573.0,A Casa dos Novos Começos,Lucy Diamond
9788580419689.0,Não conte a ninguém,Harlan Coben
9788580419672.0,Quando ela se foi,Harlan Coben
9788580419610.0,Marionete,Daniel Cole
9788580419696.0,Ano Um,Nora Roberts
,Box Os Bridgertons: Série completa com os 9 títulos,Julia Quinn
9788580419795.0,Alta Tensão,Harlan Coben
9788580419771.0,Confie em Mim,Harlan Coben
9788580419719.0,Mulher-Gato: Ladra de Almas,Sarah J. Maas
9788580419733.0,Uma Loucura e Nada Mais,Mary Balogh
9788580419801.0,O Pretendente,Mary Balogh
9788580419948.0,Ecos do Futuro,Diana Gabaldon
9788580419641.0,Ecos do Futuro,Diana Gabaldon
9788580419856.0,A Firma,John Grisham
9788580419993.0,Um Cavalheiro a Bordo,Julia Quinn
9788580419832.0,Um Cavalheiro a Bordo,Julia Quinn
9788580419818.0,Um Amor para Recordar,Nicholas Sparks
9788580419917.0,Vox,Christina Dalcher
9788530600068.0,A Chama de Ember,Colleen Houck
9788580419979.0,"Confissões de uma garota linda, popular e (secretamente) infeliz",Thalita Rebouças
9788530600129.0,Cilada,Harlan Coben
9788530600105.0,Uma Paixão e Nada Mais,Mary Balogh
9788580419894.0,A Revolta de Atlas,Ayn Rand
9788530600082.0,A Padaria dos Finais Felizes,Jenny Colgan
9788580419962.0,A Garota do Penhasco,Lucinda Riley
9788530600013.0,O Fim dos Tempos,Thomas M. Campion
9788530600211.0,A Dama Mais Apaixonada,Julia Quinn
9788580419955.0,A Garota do Penhasco,Lucinda Riley
9788530600181.0,Onde Mora o Amor,Jill Mansell
9788530600167.0,A Intérprete,Annette Hess
9788530600044.0,Tempo de Regresso,Kristin Hannah
9788530600136.0,Uma Fortuna Perigosa,Ken Follett
9788530600204.0,Quebra de Confiança,Harlan Coben
,A Dama mais Apaixonada,Julia Quinn
9788530600532.0,O Primeiro Imortal,Rodrigo Alvarez
9788530600563.0,O Café da Praia,Lucy Diamond
9788530600372.0,O Café da Praia,Lucy Diamond
9788580419788.0,Apenas Um Olhar,Harlan Coben
9788530600419.0,"Tempo de graça, tempo de dor",Frances de Pontes Peebles
9788530600587.0,Acerto de Contas,John Grisham
9788530600495.0,A Sala das Borboletas,Lucinda Riley
9788530600518.0,O Golpe,Christopher Reich
9788530600396.0,Uma Herdeira Apaixonada,Lisa Kleypas
9788530600402.0,Uma Herdeira Apaixonada,Lisa Kleypas
9788530600433.0,Acerto De Contas,John Grisham
9788530600624.0,A Última Música,Nicholas Sparks
9788530600457.0,Se eu Ficar,Gayle Forman
9788580419214.0,A mulher na janela,A.J. Finn
9788580417388.0,Sonhos em Flor,Estelle Laure
9788580417425.0,Meia Guerra,Joe Abercrombie
9788580417562.0,Império das Tormentas,Jon Skovron
9788580417876.0,A Coroa da Vingança,Colleen Houck
9788580417975.0,Mais Lindo Que a Lua,Julia Quinn
9788580418033.0,As Crônicas de Marte,George R. R. Martin
9788580418019.0,Sem Fôlego,Abbi Glines
9788580417890.0,A Libélula No Âmbar,Diana Gabaldon
9788580417821.0,Mudbound: Lágrimas Sobre o Mississippi,Hillary Jordan
9788580418088.0,Batman: Criaturas da Noite,Marie Lu
9788580418217.0,A Viajante do Tempo,Diana Gabaldon
9788580418071.0,Batman: Criaturas da Noite,Marie Lu
9788580418156.0,Um Sedutor Sem Coração,Lisa Kleypas
9788580418095.0,Um Homem de Sorte,Nicholas Sparks
9788580418118.0,O Livro e a Espada,Antoine Rouaud
9788580418132.0,Os Quase Completos,Felippe Barbosa
9788580418323.0,A Mulher Na Janela,A.J. Finn
9788580418194.0,Operação Red Sparrow,Jason Matthews
9788580418286.0,Contagem Regressiva,Ken Follett
9788580418309.0,Estrelas da Sorte,Nora Roberts
9788580418170.0,Uma Proposta e Nada Mais,Mary Balogh
9788580418224.0,O Resgate No Mar,Diana Gabaldon
9788580418347.0,Volta Para Casa,Harlan Coben
9788580418262.0,Nada Escapa a Lady Whistledown,Julia Quinn
9788580418408.0,A Luz Que Perdemos,Jill Santopolo
9788580418385.0,O Segredo de Helena,Lucinda Riley
9788580418361.0,Os Portais da Casa dos Mortos,Steven Erikson
9788580417999.0,Mais Forte Que o Sol,Julia Quinn
9788580418446.0,Dentes de Dragão,Michael Crichton
9788580418057.0,Um Sopro de Neve e Cinzas,Diana Gabaldon
9788580418491.0,A Duquesa Feia,Eloisa James
9788580418576.0,Uma Noiva Para Winterborne,Lisa Kleypas
9788580418651.0,Baía dos Suspiros,Nora Roberts
9788580418736.0,O Sonho do Tigre,Colleen Houck
9788580418712.0,A Casa das Orquídeas,Lucinda Riley
9788580418750.0,Uma Dama Fora dos Padrões,Julia Quinn
9788580418637.0,Almas Gêmeas,Nicholas Sparks
9788580418590.0,O Jardim Esquecido,Kate Morton
9788580418835.0,Eu Perdi o Rumo,Gayle Forman
9788580418774.0,Sem Escolha,Abbi Glines
9788580418798.0,Um Acordo e Nada Mais,Mary Balogh
9788580418859.0,A Torre do Amor,Eloisa James
9788580418811.0,O Buraco da Agulha,Ken Follett
9788580418934.0,Princesa das Cinzas,Laura Sebastian
9788580418873.0,A Grande Solidão,Kristin Hannah
9788580418897.0,Vox,Christina Dalcher
9788580418248.0,A Cruz de Fogo,Diana Gabaldon
9788580418972.0,A Irmã da Lua,Lucinda Riley
9788580418910.0,Justiça a Qualquer Preço,John Grisham
9788580419009.0,Ilha de Vidro,Nora Roberts
9788580419023.0,Um Acordo Pecaminoso,Lisa Kleypas
9788580418989.0,Os Tambores do Outono,Diana Gabaldon
9788580418767.0,Uma dama fora dos padrões,Julia Quinn
9788580418743.0,O Sonho do Tigre,Colleen Houck
,A mulher na janela,A.J. Finn
9788580412475.0,Uma Carta de Amor,Nicholas Sparks
9788580416541.0,Ao Seu Encontro,Abbi Glines
9788580416329.0,Ninfeias Negras,Michel Bussi
9788580416565.0,Escândalos Na Primavera,Lisa Kleypas
9788580416411.0,Meio Mundo,Joe Abercrombie
9788580416534.0,O Caminho Para Casa,Kristin Hannah
9788580416886.0,Uma carta de amor,Nicholas Sparks
9788580416893.0,O Resgate no Mar,Diana Gabaldon
9788580416626.0,Simplesmente o Paraíso,Julia Quinn
9788580416640.0,Uma Noite Como Esta,Julia Quinn
9788580416664.0,A Soma de Todos os Beijos,Julia Quinn
9788580416688.0,Os Mistérios de Sir Richard,Julia Quinn
9788580416343.0,A Cabana,William P. Young
9788580416848.0,Box Quarteto Smythe-Smith,Julia Quinn
9788580416510.0,Meu Jeito Certo de Fazer Tudo Errado,Klara Castanho
9788580416602.0,A Cruz de Fogo,Diana Gabaldon
9788580416725.0,A Promessa,Harlan Coben
9788580416749.0,A Rainha das Trevas,Anne Bishop
9788580416701.0,Diário de Uma Paixão,Nicholas Sparks
9788580416589.0,O Sol Também é Uma Estrela,Nicola Yoon
9788580416824.0,Jardins da Lua,Steven Erikson
9788580416237.0,À Margem das Sombras,Brent Weeks
9788580416763.0,A Chave de Rebecca,Ken Follett
9788580416459.0,Ligeiramente Perigosos,Mary Balogh
9788580416787.0,Irmãos de Sangue,Nora Roberts
9788580416862.0,A Cruz de Fogo,Diana Gabaldon
9788580416992.0,Tudo e Todas As Coisas,Nicola Yoon
9788580417012.0,Dois a Dois,Nicholas Sparks
9788580417036.0,Boneco de Pano,Daniel Cole
9788580417050.0,Amanhã Eu Paro!,Gilles Legardinier
9788580417074.0,As Tumbas de Atuan,Ursula K. Le Guin
9788580417098.0,O Voo da Vespa,Ken Follett
9788580417111.0,A Árvore dos Anjos,Lucinda Riley
9788580417135.0,Mestre das Chamas,Joe Hill
9788580417210.0,O Duelo dos Imortais,Colleen Houck
9788580417234.0,A Grande Ilusão,Harlan Coben
9788580417258.0,Nossa Música,Dani Atkins
9788580417272.0,A Casa do Lago,Kate Morton
9788580417296.0,Uma Noite Inesquecível,Lisa Kleypas
9788580416800.0,Quando a Bela Domou a Fera,Eloisa James
9788580416930.0,Um Menino em Um Milhão,Monica Wood
9788580416954.0,"Confissões de Um Garoto Tímido, Nerd e (Ligeiramente) Apaixonado",Thalita Rebouças
9788580417340.0,Coluna de Fogo,Ken Follett
9788580417364.0,O Último Adeus,Abbi Glines
9788580415315.0,Onze Leis a Cumprir Na Hora de Seduzir,Sarah MacLean
9788580417173.0,Volúpia de Veludo,Loretta Chase
9788580417401.0,Meus Dias Com Você,Clare Swatman
9788580417449.0,A Maldição de Hollow,Nora Roberts
9788580417463.0,Mulher-Maravilha: Sementes da Guerra,Leigh Bardugo
9788580417487.0,Fortaleza Impossível,Jason Rekulak
9788580417500.0,Amor Sem Medidas,Sophie Jackson
9788580417524.0,Pegando Fogo,Abbi Glines
9788580417548.0,A Pérola Que Rompeu a Concha,Nadia Hashimi
9788580417661.0,Origem,Dan Brown
9788580417760.0,A Pedra Pagã,Nora Roberts
9788580417784.0,Um Beijo à Meia-Noite,Eloisa James
9788580417593.0,Como Agarrar Uma Herdeira,Julia Quinn
9788580417616.0,Como Se Casar Com Um Marquês,Julia Quinn
9788580417630.0,Romance Entre Rendas,Loretta Chase
9788580417692.0,As Coisas Que Fazemos Por Amor,Kristin Hannah
9788580417715.0,Querido John,Nicholas Sparks
9788580417678.0,Lady Whistledown Contra-Ataca,Julia Quinn
9788580417197.0,Entre Irmãs,Frances de Pontes Peebles
9788580417753.0,Depois Daquela Montanha,Charles Martin
9788580417739.0,A Irmã da Pérola,Lucinda Riley
9789722360029.0,A Pérola Que Partiu a Concha,Nadia Hashimi
9788580417807.0,Tipos Incomuns (Algumas Histórias), Tom Hanks 
,Como agarrar uma herdeira,Julia Quinn
9789897074677.0,"Escola 8 - Austrália, aqui vou eu!",James Patterson
,Amanhã Eu Paro!,Gilles Legardinier
9788580410563.0,O Casamento,Nicholas Sparks
9788580411140.0,O Guardião,Nicholas Sparks
9788580414851.0,Um Beijo Inesquecível,Julia Quinn
9788580415735.0,A Caminho do Altar,Julia Quinn
9788580414837.0,Mais Uma Chance,Abbi Glines
9788580414806.0,O Que Há de Estranho em Mim,Gayle Forman
9788580414790.0,Enquanto Bela Dormia,Elizabeth Blackwell
,Mais uma Chance,Abbi Glines
,Eternamente Você,Sophie Jackson
9788580414899.0,O Leão Ferido,Mia Sheridan
9788580414875.0,Volta Para Mim,Mila Gray
9788580414936.0,A Escolha,Nicholas Sparks
9788580414912.0,A Garota Sem Passado ,Michael Kardos
9788580415148.0,A Travessia,William P. Young
9788580415049.0,Nove Regras a Ignorar Antes de Se Apaixonar,Sarah MacLean
9788580414950.0,Era Uma Vez No Outono,Lisa Kleypas
9788580415087.0,Os Tambores de Outono,Diana Gabaldon
9788580415063.0,Uma História Incomum Sobre Livros e Magia,Lisa Papademetriou
9788580415100.0,Caminho das Sombras,Brent Weeks
9788580415124.0,Um Novo Amanhã,Nora Roberts
,Pecados No Inverno,Lisa Kleypas
9788580415179.0,Profundo,Robin York
9788580415193.0,Intenso,Robin York
9788580415384.0,O Quarto Dia,Sarah Lotz
9788580415278.0,Trama,Michael Jensen
9788580415445.0,No Seu Olhar,Nicholas Sparks
9788580415407.0,A História de Nós Dois,Dani Atkins
9788580415421.0,Paixão Libertadora,Sophie Jackson
9788580415469.0,Ligeiramente Seduzidos,Mary Balogh
9788580415506.0,Aprendiz,Raymond E. Feist
9788580415513.0,Mestre,Raymond E. Feist
9788580415537.0,As Trevas de Sethanon,Raymond E. Feist
9788580415520.0,Espinho de Prata,Raymond E. Feist
9788580415674.0,O Mensageiro,Lois Lowry
9788580415544.0,O Guia Definitivo do Mochileiro das Galáxias, Douglas Adams
9788580415698.0,Sedução da Seda,Loretta Chase
9788580415797.0,"Confissões de Uma Garota Excluída, Mal - Amada e (Um Pouco) Dramática",Thalita Rebouças
9788580415711.0,Não Fale Com Estranhos,Harlan Coben
9788580415346.0,Os Tambores do Outono,Diana Gabaldon
9788580415650.0,A Garota Italiana,Lucinda Riley
9788580415612.0,Meio Rei,Joe Abercrombie
9788580415483.0,Três Coisas Sobre Você,Julie Buxbaum
9788580415759.0,Eu Sem Você,Kelly Rimmer
9788580415834.0,O Principe de Westeros e Outras Historias,George R. R. Martin
9788580415636.0,Noite Sobre as Águas,Ken Follett
9788580415773.0,Para Sempre Minha,Abbi Glines
9788580415872.0,Pecados no Inverno,Lisa Kleypas
9788580415230.0,O Eterno Namorado,Nora Roberts
9788580415599.0,Longa e Sombria Hora do Chá da Alma, Douglas Adams
9788580415858.0,Veneno,Mia Sheridan
9788580416039.0, A Viajante do Tempo,Diana Gabaldon
9788580415896.0,Apenas Um Garoto,Bill Konigsberg
9788580415957.0,As Cores Da Vida,Kristin Hannah
9788580415995.0,A Senhora do Império,Raymond E. Feist
9788580416015.0,Essa Luz Tão Brilhante,Estelle Laure
9788580415919.0,As Sete Irmãs,Lucinda Riley
9788580416053.0,A Irmã da Tempestade,Lucinda Riley
9788580415971.0,Quando o Amor Bater à Sua Porta,Samanta Holtz
9788580415933.0,A Irmã da Sombra,Lucinda Riley
9788580416060.0,O Coração da Esfinge,Colleen Houck
9788580415216.0,O Feiticeiro de Terramar,Ursula K. Le Guin
9788580416145.0,O Medo Mais Profundo,Harlan Coben
9788580416084.0,Um Porto Seguro,Nicholas Sparks
9788580416121.0,O Guardião,Nicholas Sparks
9788580415292.0,Dez Formas De Fazer Um Coração Se Derreter,Sarah MacLean
9788580416169.0,À Sua Espera,Abbi Glines
9788580416251.0,O Código Da Vinci,Dan Brown
9788580416275.0,A Sombra do Passado,Sylvain Reynard 
9788580416176.0,Ligeiramente Pecaminosos,Mary Balogh
9788580416190.0,Depois Daquela Montanha,Charles Martin
9788580416213.0,O Primeiro Dia do Resto da Nossa Vida,Kate Eberlen
9788580416107.0,Kiro e Emily,Abbi Glines
9788580416305.0,As Cordas Mágicas,Mitch Albom
9788580416374.0,E Viveram Felizes Para Sempre,Julia Quinn
9788580416350.0,O Homem de São Petersburgo,Ken Follett
9788580415254.0,O Par Perfeito,Nora Roberts
9788580416398.0,Escândalo de Cetim,Loretta Chase
9788580416435.0,A Cidade dos Espelhos,Justin Cronin
9788580416503.0,À Primeira Vista,Nicholas Sparks
9788580416497.0,O Casamento,Nicholas Sparks
9788580416923.0,Dois a Dois,Nicholas Sparks
9789898849366.0,Escola 7 - O Melhor Amigo do Cão,James Patterson
,Nove Regras a Ignorar Antes de se Apaixonar,Sarah MacLean
,"Mago, Aprendiz",Raymond E. Feist
,"Mago, Mestre",Raymond E. Feist
,"Mago, Espinho de Prata",Raymond E. Feist
,"Mago, As Trevas de Sethanon",Raymond E. Feist
9788580413755.0,O Duelo dos Reis,Joe Abercrombie
9788580413625.0,"Para Sir Phillip, Com Amor",Julia Quinn
9788580414400.0,O Conde Enfeitiçado,Julia Quinn
9788580413915.0,República de Ladrões,Scott Lynch
9788580413533.0,A Música do Silêncio,Patrick Rothfuss
9788580413649.0,O Príncipe das Sombras,Sylvain Reynard 
9788580413557.0,Paixão ao Entardecer,Lisa Kleypas
9788580413823.0,Segredos de Um Pecador,Madeline Hunter 
9788580413939.0,Ligeiramente Maliciosos,Mary Balogh
9788580413991.0,O Príncipe dos Canalhas,Loretta Chase
9788580413571.0,Simples Perfeição,Abbi Glines
9788580413519.0,Morte Invisível,Lene Kaaberbøl
9788580413847.0,Bruxa da Noite,Nora Roberts
9788580413595.0,Amaldiçoado ,Joe Hill
9788580413717.0,A Linguagem das Flores,Vanessa Diffenbaugh
9788580413687.0,A Toda Prova,Harlan Coben
9788580413779.0,A Rainha Normanda,Patricia Bracewell
9788580413106.0,Perdas e Danos,Diane Chamberlain
9788580413731.0,Tensão,Gail McHugh
9788580413663.0,O Voo da Libélula,Michel Bussi
9788580413885.0,Uma Longa Jornada ,Nicholas Sparks
9788580413861.0,A Transformação de Raven,Sylvain Reynard 
9788580414592.0,A Primeira Chance,Abbi Glines
9788580413953.0,Agência de Investigações Holísticas Dirk Gently, Douglas Adams
9788580413892.0,O Sangue do Cordeiro ,Sam Cabot
9788580413977.0,Predestinadas,Jessica Spotswood
9788580414011.0,O Milagre,Nicholas Sparks
9788580414035.0,Que Falta Você Me Faz,Harlan Coben
9788580414134.0,Uma Curva No Tempo,Dani Atkins
9788580414110.0,Rush Sem Limites,Abbi Glines
9788580414271.0,Segredos de Uma Noite de Verão,Lisa Kleypas
9788580414097.0,As Espiãs do Dia D,Ken Follett
9788580414066.0,O Que Eu Quero Pra Mim,Lycia Barros
9788580414233.0,Eu Estive Aqui,Gayle Forman
9788580414257.0,Memórias de Uma Gueixa,Arthur Golden
9788580414219.0,Três Semanas Com Meu Irmão,Nicholas Sparks
9788580414165.0,As Regras da Sedução,Madeline Hunter 
9788580414172.0,Lições do Desejo,Madeline Hunter 
9788580414349.0,Pulsação,Gail McHugh
9788580414189.0,Feitiço da Sombra,Nora Roberts
9788580414363.0,O Despertar do Príncipe,Colleen Houck
